,rat_id,subject_id,generation,genes,fitness_score
0,c7ad00ab-1b97-4103-a5bd-6a4ba767567b,subject3,1,"['MP:0000097', 'MP:0000376', 'MP:0000097', 'MP:0000091', 'MP:0002638', 'MP:0000097', 'MP:0000923', 'MP:0000088', 'MP:0000097', 'MP:0000097']",-1
1,4df2262b-c01b-4054-82a3-aeb299d0d5c3,subject3,1,"['MP:0000097', 'MP:0000088', 'MP:0000091', 'MP:0000376', 'MP:0000097', 'MP:0001191', 'MP:0000097', 'MP:0000097', 'MP:0000376', 'MP:0000088']",1
2,8d091259-57f8-42fd-829f-3ac381d39531,subject3,1,"['MP:0000088', 'MP:0000088', 'MP:0000088', 'MP:0000923', 'MP:0000097', 'MP:0000088', 'MP:0000091', 'MP:0000088', 'MP:0000923', 'MP:0000097']",-2
3,922db8af-534c-48bf-a07b-5a4d5a300cc6,subject3,2,"['MP:0002638', 'MP:0000097', 'MP:0000097', 'MP:0000088', 'MP:0000091', 'MP:0000097', 'MP:0000097', 'MP:0000923', 'MP:0000097', 'MP:0000097']",-1
4,f0f7fcff-9a0c-4874-b2f4-d35549663f9d,subject3,2,"['MP:0000376', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000091', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000091']",0
5,8503cf2c-6baf-4ab4-8e73-b7060c84c3b0,subject3,2,"['MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000088', 'MP:0000097', 'MP:0000088', 'MP:0000376', 'MP:0001191']",1
6,14789787-71b8-4819-bcc9-4c3794277342,subject3,3,"['MP:0000097', 'MP:0000088', 'MP:0000923', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000923', 'MP:0000097', 'MP:0000097', 'MP:0000923']",-3
7,b44c65fb-5cb5-4ba4-9238-b2297df39349,subject3,3,"['MP:0002638', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000376', 'MP:0000091', 'MP:0000097', 'MP:0000097']",0
8,9c1f336c-c30d-408f-94a8-1b1f026ba9ff,subject3,3,"['MP:0000097', 'MP:0000097', 'MP:0001191', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0001191', 'MP:0000097', 'MP:0000097', 'MP:0000097']",2
9,333db3b0-a2c1-43f0-8d35-a98fc1c2126d,subject3,4,"['MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0001191', 'MP:0001191', 'MP:0000097', 'MP:0000097', 'MP:0000097']",2
10,699e4a9a-788b-41c1-ab50-ac9401791be9,subject3,4,"['MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000923', 'MP:0000097', 'MP:0000097', 'MP:0001191', 'MP:0000097', 'MP:0000097', 'MP:0000097']",0
11,7a6ef604-1c37-4534-8726-158048e0f130,subject3,4,"['MP:0001191', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097']",1
12,57a89887-c8e7-47e3-b0c2-b72c692bb365,subject3,5,"['MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097']",0
13,40feb06d-7814-4fba-b852-f99c9f4406d9,subject3,5,"['MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097']",0
14,9690ab29-ae9d-4d3d-9d7a-1a596305e38d,subject3,5,"['MP:0000097', 'MP:0000097', 'MP:0001191', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0001191', 'MP:0000097']",2
15,b0ce0a05-b133-4485-a356-8134ea2a21f3,subject3,6,"['MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0001191', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097']",1
16,e21cb6bd-909a-4546-923f-7a51a53c3e68,subject3,6,"['MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097']",0
17,7ec9459a-bf98-4e36-9f33-eb8b0812ee78,subject3,6,"['MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097']",0
18,cfdb4eda-8176-4f05-98ed-3cc1ada4cfac,subject3,7,"['MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097']",0
19,511565b8-1df1-450c-b706-921678a6e5b3,subject3,7,"['MP:0000097', 'MP:0001191', 'MP:0000097', 'MP:0001191', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097']",2
20,9ffb13bc-a3b8-4b4b-8881-2f03ff6fb20f,subject3,7,"['MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097']",0
21,13d5ea24-b8f0-4a09-bd79-535119209d80,subject3,8,"['MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0001191', 'MP:0000097', 'MP:0000097', 'MP:0000097']",1
22,052d452c-2d32-4734-bb77-7fac54abd30c,subject3,8,"['MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0001191', 'MP:0000097', 'MP:0001191', 'MP:0000097']",2
23,46807f4c-af95-41f4-b652-28baf73add67,subject3,8,"['MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097']",0
24,7712c478-4399-46fe-bd95-7d591da85e69,subject3,9,"['MP:0001191', 'MP:0000097', 'MP:0001191', 'MP:0000097', 'MP:0001191', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097']",3
25,4eee1bfb-3061-4aeb-b236-aa8edf588471,subject3,9,"['MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0001191', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097']",1
26,0ffbe003-cff7-4936-b7ba-9abfb69de775,subject3,9,"['MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097', 'MP:0000097']",0
